Date,MeToo,BLM,OscarsSoWhite,OscarsSoWhite -BLM
2015-04-22,461,24738,4,4
2015-04-21,606,23361,1,1
2015-04-20,505,23554,2,2
2015-04-19,516,21679,1,1
2015-04-18,333,22031,3,3
2015-04-17,905,22071,4,4
2015-04-16,438,22858,3,3
2015-04-15,423,27729,0,0
2015-04-14,884,31694,4,4
2015-04-13,505,31041,10,10
2015-04-12,449,31920,7,7
2015-04-11,584,24718,7,7
2015-04-10,366,27843,5,5
2015-04-09,288,35615,3,3
2015-04-08,2123,41110,4,4
2015-04-07,486,23559,5,5
2015-04-06,387,21946,5,5
2015-04-05,458,22059,13,13
2015-04-04,612,22407,23,23
2015-04-03,628,23934,1,1
2015-04-02,354,21711,1,1
2015-04-01,665,22843,7,7
2015-03-31,836,21455,7,7
2015-03-30,776,20818,13,13
2015-03-29,398,24650,18,18
2015-03-28,391,22378,7,7
2015-03-27,429,21010,11,11
2015-03-26,609,22168,33,33
2015-03-25,371,23367,34,34
2015-03-24,506,24475,33,33
2015-03-23,862,26051,18,18
2015-03-22,689,26744,21,21
2015-03-21,469,25185,13,13
2015-03-20,497,24764,8,8
2015-03-19,366,40391,8,8
2015-03-18,831,25107,12,12
2015-03-17,625,21466,14,14
2015-03-16,393,21307,3,3
2015-03-15,469,22984,11,11
2015-03-14,1062,26895,20,20
2015-03-13,836,28529,15,14
2015-03-12,317,30404,22,21
2015-03-11,562,31748,40,40
2015-03-10,751,35592,38,38
2015-03-09,487,30036,16,16
2015-03-08,343,27140,26,26
2015-03-07,484,34842,42,42
2015-03-06,406,36060,21,21
2015-03-05,252,20281,26,26
2015-03-04,591,22099,71,71
2015-03-03,1556,21154,47,47
2015-03-02,777,22165,88,88
2015-03-01,345,20951,209,207
2015-02-28,565,24826,87,87
2015-02-27,485,22999,208,201
2015-02-26,366,21645,305,305
2015-02-25,865,19943,512,509
2015-02-24,504,20436,1613,1600
2015-02-23,554,25459,23791,22134
2015-02-22,516,22106,9232,9190
2015-02-21,831,22595,4247,4238
2015-02-20,397,22475,298,297
2015-02-19,543,23483,229,229
2015-02-18,376,24450,113,113
2015-02-17,675,20574,31,31
2015-02-16,390,21954,21,21
2015-02-15,373,20950,31,31
2015-02-14,767,21670,17,17
2015-02-13,1180,22389,23,23
2015-02-12,411,24414,17,17
2015-02-11,572,25395,20,19
2015-02-10,909,27329,40,40
2015-02-09,962,42644,44,36
2015-02-08,547,21246,27,27
2015-02-07,686,23246,33,33
2015-02-06,483,25517,83,80
2015-02-05,440,27335,43,42
2015-02-04,768,23958,50,49
2015-02-03,570,22852,137,137
2015-02-02,671,21365,32,32
2015-02-01,596,27348,22,20
2015-01-31,402,22662,27,27
2015-01-30,511,22078,41,40
2015-01-29,1079,22760,97,96
2015-01-28,727,23668,164,163
2015-01-27,864,21651,148,148
2015-01-26,748,22839,216,214
2015-01-25,739,25673,104,104
2015-01-24,943,26067,112,107
2015-01-23,1453,27802,152,150
2015-01-22,590,23147,292,291
2015-01-21,577,27847,457,454
2015-01-20,300,27806,680,668
2015-01-19,392,38754,1173,1157
2015-01-18,957,31043,2149,2106
2015-01-17,729,28028,11511,11391
2015-01-16,639,30987,22720,22451
2015-01-15,732,33449,28246,27402
2015-01-14,1179,27148,0,0
2015-01-13,440,27380,0,0
2015-01-12,856,30584,0,0
2015-01-11,509,27238,0,0
2015-01-10,859,31120,0,0
2015-01-09,540,28717,0,0
2015-01-08,706,27998,0,0
2015-01-07,539,32540,0,0
2015-01-06,929,31003,0,0
2015-01-05,511,30925,0,0
2015-01-04,615,32397,0,0
2015-01-03,612,33338,0,0
2015-01-02,512,36530,0,0
2015-01-01,890,37352,0,0
2014-12-31,912,37421,0,0
2014-12-30,1281,36286,0,0
2014-12-29,1111,38892,0,0
2014-12-28,886,37715,0,0
2014-12-27,438,42054,0,0
2014-12-26,709,33295,0,0
2014-12-25,1062,31237,0,0
2014-12-24,732,65289,0,0
2014-12-23,1883,50302,0,0
2014-12-22,719,49134,0,0
2014-12-21,715,60800,0,0
2014-12-20,805,61974,0,0
2014-12-19,1173,40820,0,0
2014-12-18,922,35214,0,0
2014-12-17,542,40867,0,0
2014-12-16,612,52520,0,0
2014-12-15,775,59862,0,0
2014-12-14,481,90256,0,0
2014-12-13,1000,98830,0,0
2014-12-12,926,46633,0,0
2014-12-11,1094,55316,0,0
2014-12-10,506,57803,0,0
2014-12-09,1115,64596,0,0
2014-12-08,861,67100,0,0
2014-12-07,985,70822,0,0
2014-12-06,918,86634,0,0
2014-12-05,1263,111648,0,0
2014-12-04,964,133267,0,0
2014-12-03,725,69075,0,0
2014-12-02,784,37031,0,0
2014-12-01,1213,35938,0,0
2014-11-30,684,40651,0,0
2014-11-29,812,38181,0,0
2014-11-28,488,45024,0,0
2014-11-27,483,37916,0,0
2014-11-26,774,63592,0,0
2014-11-25,587,124398,0,0
2014-11-24,726,21910,0,0
2014-11-23,893,23052,0,0
2014-11-22,597,18187,0,0
2014-11-21,504,19199,0,0
2014-11-20,516,20171,0,0
2014-11-19,473,19538,0,0
2014-11-18,594,21205,0,0
2014-11-17,580,20090,0,0
2014-11-16,979,21348,0,0
2014-11-15,646,19752,0,0
2014-11-14,657,19470,0,0
2014-11-13,840,19159,0,0
2014-11-12,819,21195,0,0
2014-11-11,747,20281,0,0
2014-11-10,672,20292,0,0
2014-11-09,1207,22587,0,0
2014-11-08,798,22856,0,0
2014-11-07,519,19593,0,0
2014-11-06,718,19842,0,0
2014-11-05,673,18192,0,0
2014-11-04,600,22298,0,0
2014-11-03,709,19411,0,0
2014-11-02,945,20857,0,0
2014-11-01,1001,20593,0,0
2014-10-31,847,19162,0,0
2014-10-30,630,18826,0,0
2014-10-29,797,19445,0,0
2014-10-28,663,18936,0,0
2014-10-27,654,19506,0,0
2014-10-26,1073,23202,0,0
2014-10-25,1316,21102,0,0
2014-10-24,781,19219,0,0
2014-10-23,605,21789,0,0
2014-10-22,1023,23789,0,0
2014-10-21,950,20049,0,0
2014-10-20,880,20973,0,0
2014-10-19,555,23507,0,0
2014-10-18,984,20487,0,0
2014-10-17,789,19869,0,0
2014-10-16,849,20420,0,0
2014-10-15,574,19436,0,0
2014-10-14,982,23706,0,0
2014-10-13,771,22839,0,0
2014-10-12,1196,24199,0,0
2014-10-11,557,23823,0,0
2014-10-10,1114,21203,0,0
2014-10-09,943,20677,0,0
2014-10-08,739,19049,0,0
2014-10-07,824,20215,0,0
2014-10-06,680,20120,0,0
2014-10-05,658,21400,0,0
2014-10-04,509,21871,0,0
2014-10-03,464,20122,0,0
2014-10-02,769,19289,0,0
2014-10-01,684,19938,0,0
2014-09-30,1468,20623,0,0
2014-09-29,758,19492,0,0
2014-09-28,857,23530,0,0
2014-09-27,947,20505,0,0
2014-09-26,1139,18972,0,0
2014-09-25,1017,20365,0,0
2014-09-24,835,22957,0,0
2014-09-23,657,21150,0,0
2014-09-22,617,22692,0,0
2014-09-21,757,24315,0,0
2014-09-20,1816,22371,0,0
2014-09-19,1636,21810,0,0
2014-09-18,658,19441,0,0
2014-09-17,902,20659,0,0
2014-09-16,1368,20436,0,0
2014-09-15,790,23427,0,0
2014-09-14,785,23312,0,0
2014-09-13,716,21342,0,0
2014-09-12,801,19944,0,0
2014-09-11,879,19061,0,0
2014-09-10,718,20022,0,0
2014-09-09,580,19795,0,0
2014-09-08,679,20802,0,0
2014-09-07,692,26375,0,0
2014-09-06,525,22501,0,0
2014-09-05,721,21377,0,0
2014-09-04,720,21422,0,0
2014-09-03,1243,22395,0,0
2014-09-02,1122,23340,0,0
2014-09-01,1073,23764,0,0
2014-08-31,864,30313,0,0
2014-08-30,914,32997,0,0
2014-08-29,711,26612,0,0
2014-08-28,613,27012,0,0
2014-08-27,556,28201,0,0
2014-08-26,1309,29601,0,0
2014-08-25,809,28502,0,0
2014-08-24,792,30482,0,0
2014-08-23,527,30376,0,0
2014-08-22,963,28731,0,0
2014-08-21,647,30678,0,0
2014-08-20,826,27497,0,0
2014-08-19,2209,24553,0,0
2014-08-18,921,28202,0,0
2014-08-17,695,27570,0,0
2014-08-16,816,26400,0,0
2014-08-15,657,26709,0,0
2014-08-14,740,30126,0,0
2014-08-13,980,27396,0,0
2014-08-12,674,29778,0,0
2014-08-11,714,29753,0,0
2014-08-10,741,32605,0,0
2014-08-09,1042,30136,0,0
2014-08-08,888,28605,0,0
2014-08-07,1219,29160,0,0
2014-08-06,687,32335,0,0
2014-08-05,1100,34603,0,0
2014-08-04,760,35019,0,0
2014-08-03,1274,34988,0,0
2014-08-02,762,34454,0,0
2014-08-01,826,39140,0,0
2014-07-31,1047,32898,0,0
2014-07-30,977,30652,0,0
2014-07-29,720,28508,0,0
2014-07-28,500,27291,0,0
2014-07-27,786,33545,0,0
2014-07-26,735,37455,0,0
2014-07-25,823,39553,0,0
2014-07-24,741,40525,0,0
2014-07-23,549,40347,0,0
2014-07-22,561,46469,0,0
2014-07-21,906,38839,0,0
2014-07-20,876,38644,0,0
2014-07-19,622,35082,0,0
2014-07-18,547,33159,0,0
2014-07-17,374,34603,0,0
2014-07-16,920,38401,0,0
2014-07-15,505,33449,0,0
2014-07-14,959,33231,0,0
2014-07-13,561,38896,0,0
2014-07-12,546,38482,0,0
2014-07-11,776,43362,0,0
2014-07-10,598,40310,0,0
2014-07-09,545,54113,0,0
2014-07-08,735,46777,0,0
2014-07-07,567,45127,0,0
2014-07-06,558,46951,0,0
2014-07-05,749,48134,0,0
2014-07-04,568,48232,0,0
2014-07-03,479,49570,0,0
2014-07-02,487,44258,0,0
2014-07-01,443,42853,0,0
2014-06-30,414,43895,0,0
2014-06-29,364,45457,0,0
2014-06-28,787,50400,0,0
2014-06-27,471,47946,0,0
2014-06-26,793,43981,0,0
2014-06-25,530,41873,0,0
2014-06-24,571,41585,0,0
2014-06-23,491,40577,0,0
2014-06-22,514,43772,0,0
2014-06-21,662,38579,0,0
2014-06-20,695,40348,0,0
2014-06-19,1062,41073,0,0
2014-06-18,1240,38562,0,0
2014-06-17,683,38802,0,0
2014-06-16,823,40480,0,0
2014-06-15,713,43561,0,0
2014-06-14,676,40409,0,0
2014-06-13,438,39877,0,0
2014-06-12,721,39685,0,0
2014-06-11,472,45281,0,0
2014-06-10,673,40641,0,0
2014-06-09,542,43028,0,0
2014-06-08,454,39747,0,0
2014-06-07,437,38518,0,0
2014-06-06,374,36952,0,0
2014-06-05,356,37275,0,0
2014-06-04,450,37067,0,0
2014-06-03,419,37726,0,0
2014-06-02,357,39730,0,0
2014-06-01,429,42517,0,0
2014-05-31,556,40104,0,0
2014-05-30,448,38220,0,0
2014-05-29,440,40243,0,0
2014-05-28,506,40488,0,0
2014-05-27,498,49284,0,0
2014-05-26,491,36997,0,0
2014-05-25,491,37922,0,0
2014-05-24,407,37586,0,0
2014-05-23,418,37453,0,0
2014-05-22,624,36782,0,0
2014-05-21,527,38907,0,0
2014-05-20,463,44931,0,0
2014-05-19,387,40104,0,0
2014-05-18,408,40146,0,0
2014-05-17,435,40975,0,0
2014-05-16,498,39679,0,0
2014-05-15,480,40500,0,0
2014-05-14,597,34418,0,0
2014-05-13,511,36786,0,0
2014-05-12,474,37479,0,0
2014-05-11,488,40976,0,0
2014-05-10,469,41725,0,0
2014-05-09,436,43304,0,0
2014-05-08,489,40502,0,0
2014-05-07,486,39638,0,0
2014-05-06,538,40286,0,0
2014-05-05,572,40223,0,0
2014-05-04,477,43074,0,0
2014-05-03,498,42356,0,0
2014-05-02,556,42137,0,0
2014-05-01,631,45421,0,0
2014-04-30,451,42323,0,0
2014-04-29,516,40021,0,0
2014-04-28,600,38713,0,0
2014-04-27,475,42195,0,0
2014-04-26,479,41235,0,0
2014-04-25,617,40851,0,0
2014-04-24,484,43723,0,0
2014-04-23,420,44906,0,0
2014-04-22,663,44482,0,0
2014-04-21,579,43702,0,0
2014-04-20,554,48617,0,0
2014-04-19,504,50024,0,0
2014-04-18,532,54331,0,0
2014-04-17,549,48373,0,0
2014-04-16,662,50053,0,0
2014-04-15,550,51702,0,0
2014-04-14,645,48407,0,0
2014-04-13,560,55873,0,0
2014-04-12,553,67461,0,0
2014-04-11,543,52375,0,0
2014-04-10,516,45398,0,0
2014-04-09,542,68101,0,0
2014-04-08,517,50931,0,0
2014-04-07,505,41165,0,0
2014-04-06,545,47259,0,0
2014-04-05,529,43888,0,0
2014-04-04,597,41873,0,0
2014-04-03,589,41195,0,0
2014-04-02,644,40363,0,0
2014-04-01,708,41761,0,0
2014-03-31,1497,50478,0,0
2014-03-30,1145,48353,0,0
2014-03-29,1333,42769,0,0
2014-03-28,1036,41702,0,0
2014-03-27,691,41379,0,0
2014-03-26,619,40864,0,0
2014-03-25,694,43359,0,0
2014-03-24,662,43048,0,0
2014-03-23,672,49076,0,0
2014-03-22,609,44715,0,0
2014-03-21,691,45112,0,0
2014-03-20,667,44255,0,0
2014-03-19,720,44570,0,0
2014-03-18,667,43654,0,0
2014-03-17,661,47477,0,0
2014-03-16,515,51779,0,0
2014-03-15,518,47480,0,0
2014-03-14,565,47390,0,0
2014-03-13,561,44711,0,0
2014-03-12,607,44144,0,0
2014-03-11,714,45074,0,0
2014-03-10,664,43957,0,0
2014-03-09,605,53631,0,0
2014-03-08,661,47550,0,0
2014-03-07,672,42858,0,0
2014-03-06,660,43147,0,0
2014-03-05,665,40872,0,0
2014-03-04,559,38061,0,0
2014-03-03,632,40883,0,0
2014-03-02,782,52790,0,0
2014-03-01,751,46766,0,0
2014-02-28,578,45961,0,0
2014-02-27,666,45093,0,0
2014-02-26,782,48766,0,0
2014-02-25,550,49912,0,0
2014-02-24,603,48374,0,0
2014-02-23,573,57042,0,0
2014-02-22,589,55291,0,0
2014-02-21,596,52851,0,0
2014-02-20,557,51106,0,0
2014-02-19,553,52382,0,0
2014-02-18,554,49704,0,0
2014-02-17,538,51855,0,0
2014-02-16,525,62897,0,0
2014-02-15,537,54080,0,0
2014-02-14,558,53208,0,0
2014-02-13,630,51669,0,0
2014-02-12,546,47297,0,0
2014-02-11,581,47354,0,0
2014-02-10,653,50936,0,0
2014-02-09,508,57709,0,0
2014-02-08,518,56271,0,0
2014-02-07,574,52572,0,0
2014-02-06,665,52595,0,0
2014-02-05,607,55410,0,0
2014-02-04,588,54552,0,0
2014-02-03,620,56234,0,0
2014-02-02,646,63378,0,0
2014-02-01,529,61575,0,0
2014-01-31,610,64218,0,0
2014-01-30,677,57254,0,0
2014-01-29,575,58099,0,0
2014-01-28,558,55293,0,0
2014-01-27,578,54594,0,0
2014-01-26,492,60578,0,0
2014-01-25,513,56846,0,0
2014-01-24,547,53180,0,0
2014-01-23,499,52191,0,0
2014-01-22,535,52977,0,0
2014-01-21,544,58292,0,0
2014-01-20,578,55958,0,0
2014-01-19,510,64255,0,0
2014-01-18,461,57239,0,0
2014-01-17,502,52770,0,0
2014-01-16,540,49570,0,0
2014-01-15,504,49166,0,0
2014-01-14,510,68937,0,0
2014-01-13,570,63688,0,0
2014-01-12,548,72837,0,0
2014-01-11,563,64663,0,0
2014-01-10,528,58326,0,0
2014-01-09,578,60078,0,0
2014-01-08,539,59706,0,0
2014-01-07,631,57866,0,0
2014-01-06,645,60325,0,0
2014-01-05,564,75278,0,0
2014-01-04,598,77719,0,0
2014-01-03,662,77226,0,0
2014-01-02,617,74476,0,0
2014-01-01,673,70725,0,0
2013-12-31,1239,86343,0,0
2013-12-30,835,76942,0,0
2013-12-29,645,80539,0,0
2013-12-28,660,82685,0,0
2013-12-27,587,83265,0,0
2013-12-26,598,83746,0,0
2013-12-25,672,80892,0,0
2013-12-24,712,81792,0,0
2013-12-23,728,77261,0,0
2013-12-22,564,77438,0,0
2013-12-21,631,81172,0,0
2013-12-20,717,77910,0,0
2013-12-19,682,72188,0,0
2013-12-18,666,71657,0,0
2013-12-17,582,71522,0,0
2013-12-16,551,69085,0,0
2013-12-15,585,76172,0,0
2013-12-14,572,72835,0,0
2013-12-13,570,70291,0,0
2013-12-12,609,68808,0,0
2013-12-11,586,69089,0,0
2013-12-10,592,67798,0,0
2013-12-09,558,67630,0,0
2013-12-08,571,77480,0,0
2013-12-07,557,74965,0,0
2013-12-06,541,69225,0,0
2013-12-05,582,65319,0,0
2013-12-04,526,64745,0,0
2013-12-03,607,64794,0,0
2013-12-02,531,65249,0,0
2013-12-01,522,76803,0,0
2013-11-30,519,71136,0,0
2013-11-29,550,65305,0,0
2013-11-28,506,63148,0,0
2013-11-27,529,63807,0,0
2013-11-26,562,64227,0,0
2013-11-25,519,59543,0,0
2013-11-24,620,77239,0,0
2013-11-23,584,69915,0,0
2013-11-22,484,62770,0,0
2013-11-21,572,63676,0,0
2013-11-20,470,61309,0,0
2013-11-19,519,61409,0,0
2013-11-18,536,64411,0,0
2013-11-17,523,78409,0,0
2013-11-16,512,70740,0,0
2013-11-15,471,66066,0,0
2013-11-14,479,62600,0,0
2013-11-13,557,64098,0,0
2013-11-12,585,63066,0,0
2013-11-11,528,62179,0,0
2013-11-10,561,77077,0,0
2013-11-09,519,72670,0,0
2013-11-08,535,65588,0,0
2013-11-07,471,67075,0,0
2013-11-06,559,65072,0,0
2013-11-05,571,85307,0,0
2013-11-04,587,74031,0,0
2013-11-03,585,87219,0,0
2013-11-02,512,75423,0,0
2013-11-01,506,68888,0,0
2013-10-31,462,68308,0,0
2013-10-30,511,69307,0,0
2013-10-29,509,70354,0,0
2013-10-28,560,71573,0,0
2013-10-27,613,89313,0,0
2013-10-26,506,85858,0,0
2013-10-25,520,75744,0,0
2013-10-24,528,74257,0,0
2013-10-23,622,75355,0,0
2013-10-22,594,81016,0,0
2013-10-21,594,82182,0,0
2013-10-20,656,99668,0,0
2013-10-19,561,89617,0,0
2013-10-18,632,83328,0,0
2013-10-17,591,83900,0,0
2013-10-16,666,93095,0,0
2013-10-15,872,109564,0,0
2013-10-14,924,113683,0,0
2013-10-13,612,108816,0,0
2013-10-12,598,97979,0,0
2013-10-11,603,90629,0,0
2013-10-10,614,85649,0,0
2013-10-09,657,83913,0,0
2013-10-08,569,87346,0,0
2013-10-07,588,86982,0,0
2013-10-06,623,108376,0,0
2013-10-05,576,94288,0,0
2013-10-04,624,84281,0,0
2013-10-03,607,81600,0,0
2013-10-02,587,85290,0,0
2013-10-01,677,85616,0,0
2013-09-30,633,91167,0,0
2013-09-29,671,108975,0,0
2013-09-28,991,95354,0,0
2013-09-27,1139,87031,0,0
2013-09-26,621,85378,0,0
2013-09-25,632,85806,0,0
2013-09-24,601,87720,0,0
2013-09-23,598,89251,0,0
2013-09-22,646,122527,0,0
2013-09-21,639,112591,0,0
2013-09-20,751,91183,0,0
2013-09-19,585,88760,0,0
2013-09-18,647,87720,0,0
2013-09-17,615,85859,0,0
2013-09-16,568,87078,0,0
2013-09-15,641,108386,0,0
2013-09-14,629,99358,0,0
2013-09-13,584,89465,0,0
2013-09-12,707,90107,0,0
2013-09-11,639,87373,0,0
2013-09-10,604,84276,0,0
2013-09-09,620,90762,0,0
2013-09-08,611,113601,0,0
2013-09-07,635,95137,0,0
2013-09-06,655,93584,0,0
2013-09-05,640,96697,0,0
2013-09-04,663,96427,0,0
2013-09-03,659,94585,0,0
2013-09-02,597,103275,0,0
2013-09-01,671,119984,0,0
2013-08-31,664,107239,0,0
2013-08-30,833,111884,0,0
2013-08-29,641,100733,0,0
2013-08-28,751,99950,0,0
2013-08-27,726,103752,0,0
2013-08-26,740,100831,0,0
2013-08-25,762,108659,0,0
2013-08-24,741,103360,0,0
2013-08-23,683,104534,0,0
2013-08-22,679,103575,0,0
2013-08-21,771,104621,0,0
2013-08-20,768,112913,0,0
2013-08-19,653,116174,0,0
2013-08-18,715,131662,0,0
2013-08-17,769,124500,0,0
2013-08-16,818,134688,0,0
2013-08-15,768,139198,0,0
2013-08-14,831,136868,0,0
2013-08-13,765,133523,0,0
2013-08-12,873,140924,0,0
2013-08-11,718,131854,0,0
2013-08-10,779,123258,0,0
2013-08-09,928,116618,0,0
2013-08-08,1858,106205,0,0
2013-08-07,2919,135215,0,0
2013-08-06,996,157616,0,0
2013-08-05,849,127227,0,0
2013-08-04,706,125856,0,0
2013-08-03,651,120607,0,0
2013-08-02,737,124016,0,0
2013-08-01,711,119645,0,0
2013-07-31,784,109786,0,0
2013-07-30,682,116185,0,0
2013-07-29,672,126253,0,0
2013-07-28,674,128208,0,0
2013-07-27,696,119880,0,0
2013-07-26,724,119609,0,0
2013-07-25,744,113485,0,0
2013-07-24,827,123725,0,0
2013-07-23,735,106478,0,0
2013-07-22,726,118130,0,0
2013-07-21,778,123344,0,0
2013-07-20,758,115788,0,0
2013-07-19,763,119030,0,0
2013-07-18,776,115100,0,0
2013-07-17,747,118278,0,0
2013-07-16,741,122207,0,0
2013-07-15,781,120239,0,0
2013-07-14,710,140909,0,0
2013-07-13,763,138554,0,0
2013-07-12,820,142425,0,0
2013-07-11,897,144551,0,0
2013-07-10,1317,150036,0,0
2013-07-09,1486,161245,0,0
2013-07-08,1080,156829,0,0
2013-07-07,919,122212,0,0
2013-07-06,800,111719,0,0
2013-07-05,759,127198,0,0
2013-07-04,935,128558,0,0
2013-07-03,880,92777,0,0
2013-07-02,1037,129731,0,0
2013-07-01,874,128994,0,0
2013-06-30,782,125578,0,0
2013-06-29,787,127316,0,0
2013-06-28,852,133202,0,0
2013-06-27,1199,128933,0,0
2013-06-26,1066,128114,0,0
2013-06-25,1044,120291,0,0
2013-06-24,799,124775,0,0
2013-06-23,1126,123721,0,0
2013-06-22,919,127269,0,0
2013-06-21,1113,129645,0,0
2013-06-20,792,128988,0,0
2013-06-19,1005,125014,0,0
2013-06-18,1064,121137,0,0
2013-06-17,913,124088,0,0
2013-06-16,1154,121255,0,0
2013-06-15,905,121058,0,0
2013-06-14,794,118266,0,0
2013-06-13,937,115872,0,0
2013-06-12,892,113330,0,0
2013-06-11,867,114426,0,0
2013-06-10,905,118100,0,0
2013-06-09,727,126789,0,0
2013-06-08,792,118029,0,0
2013-06-07,785,117392,0,0
2013-06-06,856,127013,0,0
2013-06-05,906,117392,0,0
2013-06-04,785,110166,0,0
2013-06-03,867,105054,0,0
2013-06-02,758,119300,0,0
2013-06-01,743,124467,0,0
2013-05-31,801,105825,0,0
2013-05-30,834,109612,0,0
2013-05-29,765,84804,0,0
2013-05-28,805,102168,0,0
2013-05-27,761,122693,0,0
2013-05-26,734,118000,0,0
2013-05-25,731,120076,0,0
2013-05-24,763,139180,0,0
2013-05-23,797,117758,0,0
2013-05-22,980,109125,0,0
2013-05-21,817,110417,0,0
2013-05-20,803,110484,0,0
2013-05-19,745,119838,0,0
2013-05-18,765,114435,0,0
2013-05-17,848,112854,0,0
2013-05-16,863,113129,0,0
2013-05-15,846,108915,0,0
2013-05-14,826,113826,0,0
2013-05-13,788,113993,0,0
2013-05-12,678,109131,0,0
2013-05-11,779,116690,0,0
2013-05-10,1149,116624,0,0
2013-05-09,1027,125272,0,0
2013-05-08,989,114747,0,0
2013-05-07,888,112527,0,0
2013-05-06,930,111133,0,0
2013-05-05,772,121172,0,0
2013-05-04,812,116705,0,0
2013-05-03,881,112729,0,0
2013-05-02,855,108840,0,0
2013-05-01,934,110708,0,0
2013-04-30,922,113350,0,0
2013-04-29,793,108886,0,0
2013-04-28,846,120272,0,0
2013-04-27,793,114321,0,0
2013-04-26,778,110508,0,0
2013-04-25,842,117694,0,0
2013-04-24,794,111218,0,0
2013-04-23,736,102748,0,0
2013-04-22,793,107187,0,0
2013-04-21,762,118895,0,0
2013-04-20,803,115184,0,0
2013-04-19,877,111041,0,0
2013-04-18,891,116269,0,0
2013-04-17,832,115845,0,0
2013-04-16,833,108831,0,0
2013-04-15,791,104545,0,0
2013-04-14,749,113698,0,0
2013-04-13,733,112802,0,0
2013-04-12,792,98325,0,0
2013-04-11,811,95140,0,0
2013-04-10,833,92620,0,0
2013-04-09,860,91265,0,0
2013-04-08,919,95775,0,0
2013-04-07,796,114633,0,0
2013-04-06,901,105417,0,0
2013-04-05,919,100163,0,0
2013-04-04,828,94917,0,0
2013-04-03,858,96699,0,0
2013-04-02,914,96685,0,0
2013-04-01,884,101315,0,0
2013-03-31,819,111436,0,0
2013-03-30,796,111659,0,0
2013-03-29,1030,118702,0,0
2013-03-28,880,106338,0,0
2013-03-27,872,99635,0,0
2013-03-26,867,91182,0,0
2013-03-25,871,92396,0,0
2013-03-24,871,115987,0,0
2013-03-23,755,104577,0,0
2013-03-22,843,110514,0,0
2013-03-21,914,108778,0,0
2013-03-20,886,105114,0,0
2013-03-19,964,109390,0,0
2013-03-18,894,110416,0,0
2013-03-17,850,121865,0,0
2013-03-16,736,116345,0,0
2013-03-15,864,103402,0,0
2013-03-14,799,107059,0,0
2013-03-13,881,107473,0,0
2013-03-12,1028,119787,0,0
2013-03-11,927,108605,0,0
2013-03-10,1522,120434,0,0
2013-03-09,879,107793,0,0
2013-03-08,970,107017,0,0
2013-03-07,897,105881,0,0
2013-03-06,852,95113,0,0
2013-03-05,906,101321,0,0
2013-03-04,824,102390,0,0
2013-03-03,843,115733,0,0
2013-03-02,796,107395,0,0
2013-03-01,930,108147,0,0
2013-02-28,875,104026,0,0
2013-02-27,802,98939,0,0
2013-02-26,884,107200,0,0
2013-02-25,891,104703,0,0
2013-02-24,832,125112,0,0
2013-02-23,793,112004,0,0
2013-02-22,894,109788,0,0
2013-02-21,930,103472,0,0
2013-02-20,945,110570,0,0
2013-02-19,995,105383,0,0
2013-02-18,860,106421,0,0
2013-02-17,846,121995,0,0
2013-02-16,944,113713,0,0
2013-02-15,1086,109483,0,0
2013-02-14,1326,104745,0,0
2013-02-13,923,112421,0,0
2013-02-12,1084,112500,0,0
2013-02-11,1171,116481,0,0
2013-02-10,1418,130380,0,0
2013-02-09,882,118025,0,0
2013-02-08,1235,115676,0,0
2013-02-07,1021,113098,0,0
2013-02-06,1062,115381,0,0
2013-02-05,918,117850,0,0
2013-02-04,1066,115816,0,0
2013-02-03,981,132186,0,0
2013-02-02,1002,120766,0,0
2013-02-01,859,117454,0,0
2013-01-31,858,101376,0,0
2013-01-30,1009,119458,0,0
2013-01-29,956,118287,0,0
2013-01-28,1016,118274,0,0
2013-01-27,981,135298,0,0
2013-01-26,1000,126954,0,0
2013-01-25,982,123814,0,0
2013-01-24,999,134381,0,0
2013-01-23,952,115404,0,0
2013-01-22,857,105614,0,0
2013-01-21,945,118387,0,0
2013-01-20,881,135677,0,0
2013-01-19,949,123190,0,0
2013-01-18,983,122594,0,0
2013-01-17,962,124834,0,0
2013-01-16,1098,115231,0,0
2013-01-15,1009,116974,0,0
2013-01-14,1058,114345,0,0
2013-01-13,1003,124343,0,0
2013-01-12,939,115187,0,0
2013-01-11,1094,110684,0,0
2013-01-10,1148,104939,0,0
2013-01-09,883,109487,0,0
2013-01-08,1051,109905,0,0
2013-01-07,1035,114466,0,0
2013-01-06,997,138828,0,0
2013-01-05,1112,135714,0,0
2013-01-04,1177,133098,0,0
2013-01-03,1155,134748,0,0
2013-01-02,1090,129849,0,0
2013-01-01,1350,121359,0,0
2012-12-31,1394,133031,0,0
2012-12-30,1262,144393,0,0
2012-12-29,1079,142090,0,0
2012-12-28,1091,147038,0,0
2012-12-27,1486,145861,0,0
2012-12-26,1245,145493,0,0
2012-12-25,1140,138886,0,0
2012-12-24,1087,135568,0,0
2012-12-23,917,131400,0,0
2012-12-22,987,139451,0,0
2012-12-21,1084,135618,0,0
2012-12-20,1000,129864,0,0
2012-12-19,985,123819,0,0
2012-12-18,915,120628,0,0
2012-12-17,921,120541,0,0
2012-12-16,989,130702,0,0
2012-12-15,899,124741,0,0
2012-12-14,993,114163,0,0
2012-12-13,978,111697,0,0
2012-12-12,955,112649,0,0
2012-12-11,951,113796,0,0
2012-12-10,923,104020,0,0
2012-12-09,872,123416,0,0
